57BTABBO 999984750571  415 76113157195231268323365415                           
57BTABBO 999984760572  392 73110151218261300332392                              
57BTABBO 999984780573  269 61103132165210269                                    
57BTABBO 999984790574  281 60107164225281                                       
57BTABBO 999984790575  236 52105163187236                                       
57BTABBO 999984800576  228 60125170228                                          
57BTABBO 999984790577  224 63127168202224                                       
57BTABBO 999984790578  211 72144173194211                                       
57BTABBO 999984790579  244 70 99151192244                                       
57BTABBO 999984790580  212 54 91139186212                                       
57BTABBO 999984800581  220 75125188220                                          
57BTABBO 999984800582  212 72130170212                                          
57BTABBO 999984800583  195 66118150195                                          
57BTABBO 999984790584  212 63110146167212                                       
57BTABBO 999984810585  181 77139181                                             
57BTABBO 999984810586  184 81132184                                             
57BTABBO 999984811587  160 70121160                                             
57BTABBO 999984800588  173 78121149173                                          
57BTABBO 999984800589  150 69123138150                                          
57BTABBO 999984800590  166 59121152166                                          
57BTABBO 999984800591  181 62102149181                                          
57BTABBO 999984800592  156 70124139156                                          
57BTABBO 999984811593  140 79114140                                             
57BTABBO 999984810595  142 73117142                                             
57BTABBO 999984811596  132 69113132                                             
57BTABBO 999984801597  146 59117134146                                          
57BTABBO 999984810598  145 70113145                                             
57BTABBO 999984811599  137 54 92137                                             
57BTABBO 999984810600  136 72111136                                             
57BTABBO 999984810601  130 64111130                                             
57BTABBO 999984811602  139 74122139                                             
57BTABBO 999984801603  141 68122133141                                          
57BTABBO 999984811604  128 67109128                                             
57BTABBO 999984811605  129 67109129                                             
57BTABBO 999984811606  140 79117140                                             
57BTABBO 999984811608  140 77123140                                             
57BTABBO 999984811609  139 75120139                                             
57BTABBO 999984810610  135 67107135                                             
57BTABBO 999984811611  140 73115140                                             
57BTABBO 999984811612  131 61107131                                             
57BTABBO 999984800613  164 54111135164                                          
57BTABBO 999984811614  128 67105128                                             
57BTABBO 999984801615  144 64120136144                                          
57BTABBO 999984811616  134 76115134                                             
57BTABBO 999984810617  137 72106137                                             
57BTABBO 999984801618  174 68130153174                                          
57BTABBO 999984811619  134 71119134                                             
57BTABBO 999984811620  126 68108126                                             
57BTABBO 999984811621  129 64 97129                                             
57BTABBO 999984811622  130 69107130                                             
57BTABBO 999984811623  132 73116132                                             
57BTABBO 999984801624  134 61110125134                                          
57BTABBO 999984801625  139 65115129139                                          
57BTABBO 999984811626  135 65104135                                             
57BTABBO 999984811629  138 72119138                                             
57BTABBO 999984811630  137 72119137                                             
57BTABBO 999984811631  135 70111135                                             
57BTABBO 999984811632  135 66109135                                             
57BTABBO 999984811633  130 72107130                                             
57BTABBO 999984811634  130 69111130                                             
57BTABBO 999984811636  132 77115132                                             
57BTABBO 999984811637  134 68117134                                             
57BTABBO 999984811638  131 73112131                                             
57BTABBO 999984811639  126 67103126                                             
57BTABBO 999984811640  135 79119135                                             
57BTABBO 999984811641  130 73113130                                             
57BTABBO 999984811642  126 71113126                                             
57BTABBO 999984811643  131 72114131                                             
57BTABBO 999984811644  132 61105132                                             
57BTABBO 999984811645  130 72112130                                             
57BTABBO 999984810646  134 73115134                                             
57BTABBO 999984811647  126 71107126                                             
57BTABBO 999984811648  121 69104121                                             
57BTABBO 999984821650  123 80123                                                
57BTABBO 999984820651  116 66116                                                
57BTABBO 999984821652  115 68115                                                
57BTABBO 999984821653  111 71111                                                
57BTABBO 999984811654  133 77117133                                             
57BTABBO 999984811655  125 66101125                                             
57BTABBO 999984821656  112 70112                                                
57BTABBO 999984821657  115 72115                                                
57BTABBO 999984821658  117 73117                                                
57BTABBO 999984811659  119 70105119                                             
57BTABBO 999984820660  112 77112                                                
57BTABBO 999984821661  110 70110                                                
57BTABBO 999984821662  115 73115                                                
57BTABBO 999984821663  114 75114                                                
57BTABBO 999984820664  109 71109                                                
57BTABBO 999984821665  115 75115                                                
57BTABBO 999984821666  112 73112                                                
57BTABBO 999984820668  111 72111                                                
57BTABBO 999984821669  111 69111                                                
57BTABBO 999984770670  234 61 85128173199220234                                 
57BTABBO 999984800671  217 67127180217                                          
57BTABBO 999984790672  242 74109167202242                                       
57BTABBO 999984801673  181 59109144181                                          
57BTABBO 999984810675  167 68127167                                             
57BTABBO 999984800676  174 68101140174                                          
57BTABBO 999984801677  169 71111145169                                          
57BTABBO 999984800678  184 55108145184                                          
57BTABBO 999984801679  182 64111149182                                          
57BTABBO 999984790680  175 72115140162175                                       
57BTABBO 999984801681  175 63101150175                                          
57BTABBO 999984801682  179 69124164179                                          
57BTABBO 999984801683  180 67105149180                                          
57BTABBO 999984801684  163 57 96136163                                          
57BTABBO 999984801685  159 62107132159                                          
57BTABBO 999984811687  140 72109140                                             
57BTABBO 999984791688  151 58 92128141151                                       
57BTABBO 999984801689  138 68106129138                                          
57BTABBO 999984791690  145 65100118137145                                       
57BTABBO 999984810691  139 67112139                                             
57BTABBO 999984811692  131 64104131                                             
57BTABBO 999984810693  135 72111135                                             
57BTABBO 999984801694  145 68129139145                                          
57BTABBO 999984811695  142 65117142                                             
57BTABBO 999984811697  131 74110131                                             
57BTABBO 999984810699  129 71104129                                             
57BTABBO 999984811700  130 70108130                                             
57BTABBO 999984811701  135 70120135                                             
57BTABBO 999984811703  132 76124132                                             
57BTABBO 999984811704  121 67101121                                             
57BTABBO 999984811705  126 70109126                                             
57BTABBO 999984801707  130 73100114130                                          
57BTABBO 999984821709  115 72115                                                
57BTABBO 999984811710  132 71115132                                             
57BTABBO 999984811711  124 69107124                                             
57BTABBO 999984801712  122 50 92113122                                          
57BTABBO 999984811713  127 67110127                                             
57BTABBO 999984821714  120 74120                                                
57BTABBO 999984801726  166 51100132166                                          
57BTABBO 999984801727  176 73112153176                                          
57BTABBO 999984801732  154 59 90123154                                          
57BTABBO 999984801733  175 56 89134175                                          
57BTABBO 999984801734  186 64 98150186                                          
57BTABBO 999984801735  183 59110147183                                          
57BTABBO 999984791737  185 67101126154185                                       
57BTABBO 999984801738  180 60 96139180                                          
57BTABBO 999984811739  168 71133168                                             
57BTABBO 999984800780  141 57 98119141                                          
57BTABBO 999984810787  137 67102137                                             
57BTABBO 999984810789  137 73113137                                             
57BTABBO 999984810790 +120 47 76118                                             
57BTABBO 999984790800  210 63105128168210                                       
57BTABBO 999984800803  192 69123155192                                          
57BTABBO 999984800806 +190 60121151188                                          
57BTABBO 999984800808  194 69123163194                                          
57BTABBO 999984810810  195 74135195                                             
57BTABBO 999984800818  170 55 83125170                                          
57BTABBO 999984810825 +129 64102126                                             
57BTABBO 999984780831 +306 53 89139186232302                                    
57BTABBO 999984780832  235 70110140180210235                                    
57BTABBO 999984740833  261 59 87128155175199221232251261                        
57BTABBO 999984800834  221 67133188221                                          
57BTABBO 999984780835 +240 59 89137186217236                                    
57BTABBO 999984790836  228 74127167198228                                       
57BTABBO 999984790837 +235 67 91136195229                                       
57BTABBO 999984790838 +285 72112174203276                                       
57BTABBO 999984800839 +199 56105143188                                          
57BTABBO 999984800845  190 65108152190                                          
57BTABBO 999984790847  194 48 79149169194                                       
57BTABBO 999984800849  235 66111181235                                          
57BTABBO 999984800851  182 68112151182                                          
57BTABBO 999984800852  180 61114152180                                          
57BTABBO 999984790858  196 61117149170196                                       
57BTABBO 999984800869  140 65 86119140                                          
57BTABBO 999984810878  127 68106127                                             
57BTABBO 999984810880  115 48 86115                                             
57BTABBO 999984820881 +129 82124                                                
57BTABBO 999984820882 +109 70103                                                
57BTABBO 999984780885 +273 56 84140201220264                                    
57BTABBO 999984750886  340 58 94136159186229261285340                           
57BTABBO 999984790887  237 66101172211237                                       
57BTABBO 999984790888  213 56 84138186213                                       
57BTABBO 999984800889  208 62126177208                                          
57BTABBO 999984790890  222 80116173197222                                       
57BTABBO 999984800892  197 58119158197                                          
57BTABBO 999984800900  210 73126176210                                          
57BTABBO 999984800901 +190 64126158186                                          
57BTABBO 999984800905 +178 64125145169                                          
57BTABBO 999984800906  213 63130179213                                          
57BTABBO 999984800912  191 74114164191                                          
57BTABBO 999984800913  199 62113163199                                          
57BTABBO 999984800918  190 75125160190                                          
57BTABBO 999984810924  143 73108143                                             
57BTABBO 999984810927 +133 70104127                                             
57BTABBO 999984810928 +131 77109127                                             
57BTABBO 999984820930 +133 77130                                                
57BTABBO 999984810937 +141 62115137                                             
57BTABBO 999984810938 +131 61 98128                                             
57BTABBO 999984820953 +128 70121                                                
57BTABBO 999984820957  118 69118                                                
57BTABBO 999984810963  130 70101130                                             
57BTABBO 999984820964 +120 73115                                                
57BTABBO 999984790  41+277 50 81142209267                                       
57BTABBO 999984770  51+300 53 80114182225268297                                 
57BTABBO 999984780  61 250 63100150190229250                                    
57BTABBO 9999847701891 292 72108185219252273292                                 

